CdsCod,AdCod,TipoCorso,n°iscritti,n°passati,Tasso_superamento,voto_medio
F0601Q,F0601Q047,[LM] Corso di Laurea Magistrale,40,25,0.63,27.36
F0601Q,F0601Q050,[LM] Corso di Laurea Magistrale,68,43,0.63,25.86
F0601Q,F0601Q070,[LM] Corso di Laurea Magistrale,32,20,0.63,29.45
F1801Q,F1801Q110,[LM] Corso di Laurea Magistrale,43,27,0.63,27.78
F5701R,F5701R002,[LM] Corso di Laurea Magistrale,174,110,0.63,26.69
F5701R,F5701R003,[LM] Corso di Laurea Magistrale,129,81,0.63,28.69
F7702M,F7702M023,[LM] Corso di Laurea Magistrale,118,74,0.63,
H4101D,H4101D002,[LM6] Laurea Magistrale Ciclo Unico 6 anni,207,130,0.63,27.35
I0201D,I0201D101,[L2] Corso di Laurea - L2,93,59,0.63,20.98
581,A5810043,[LM5] Laurea Magistrale Ciclo Unico 5 anni,150,96,0.64,27.07
581,A5810133,[LM5] Laurea Magistrale Ciclo Unico 5 anni,64,41,0.64,27.61
E3201Q,E3201Q107,[L2] Corso di Laurea - L2,124,79,0.64,24.03
F0101R,F0101R006,[LM] Corso di Laurea Magistrale,47,30,0.64,28.97
F7702M,F7702M043,[LM] Corso di Laurea Magistrale,165,105,0.64,25.83
F8203B,F8203B005,[LM] Corso di Laurea Magistrale,36,23,0.64,28.22
H4101D,H4101D004,[LM6] Laurea Magistrale Ciclo Unico 6 anni,179,115,0.64,27.97
H4101D,H4101D033,[LM6] Laurea Magistrale Ciclo Unico 6 anni,185,119,0.64,28.42
581,A5810039,[LM5] Laurea Magistrale Ciclo Unico 5 anni,163,106,0.65,27.66
581,A5810136,[LM5] Laurea Magistrale Ciclo Unico 5 anni,77,50,0.65,26.54
E1601N,E1601N006,[L2] Corso di Laurea - L2,362,234,0.65,24.92
E1803M,E1803M038,[L2] Corso di Laurea - L2,350,229,0.65,25.77
E1901R,E1901R019,[L2] Corso di Laurea - L2,215,139,0.65,24.5
E2401P,E2401P012,[L2] Corso di Laurea - L2,508,329,0.65,25.19
E3001Q,E3001Q012,[L2] Corso di Laurea - L2,247,161,0.65,27.09
E3002Q,E3002Q027,[L2] Corso di Laurea - L2,34,22,0.65,25.86
E3301M,E3301M138,[L2] Corso di Laurea - L2,80,52,0.65,24.75
E3301M,E3301M181,[L2] Corso di Laurea - L2,77,50,0.65,25.26
E4001N,E4001N068,[L2] Corso di Laurea - L2,173,112,0.65,26.69
E4101B,E4101B025,[L2] Corso di Laurea - L2,60,39,0.65,24.28
E4102B,E4102B054,[L2] Corso di Laurea - L2,95,62,0.65,25.37
F5602M,F5602M001,[LM] Corso di Laurea Magistrale,31,20,0.65,27.15
F7401Q,F7401Q001,[LM] Corso di Laurea Magistrale,43,28,0.65,24.5
F7701M,F7701M027,[LM] Corso di Laurea Magistrale,65,42,0.65,28.45
F8203B,F8203B003,[LM] Corso di Laurea Magistrale,43,28,0.65,24.82
G8501R,G8501R006,[LM5] Laurea Magistrale Ciclo Unico 5 anni,426,277,0.65,23.09
I0102D,I0102D007,[L2] Corso di Laurea - L2,46,30,0.65,25.27
I0102D,I0102D902,[L2] Corso di Laurea - L2,49,32,0.65,27.13
581,A5810132,[LM5] Laurea Magistrale Ciclo Unico 5 anni,205,135,0.66,28.29
E1401A,E1401A014,[L2] Corso di Laurea - L2,123,81,0.66,25.16
E1401A,E1401A076,[L2] Corso di Laurea - L2,243,161,0.66,24.91
E1501N,E1501N051,[L2] Corso di Laurea - L2,263,174,0.66,25.8
E1801M,E2004P038,[L2] Corso di Laurea - L2,38,25,0.66,23.88
E2401P,E2401P008,[L2] Corso di Laurea - L2,440,292,0.66,26.6
E2401P,E2401P035,[L2] Corso di Laurea - L2,101,67,0.66,26.45
E2701Q,E2701Q012,[L2] Corso di Laurea - L2,61,40,0.66,25.58
E3101Q,E3101Q127,[L2] Corso di Laurea - L2,269,178,0.66,26.11
E3301M,E3301M195,[L2] Corso di Laurea - L2,284,188,0.66,26.01
F0802Q,F0802Q041,[LM] Corso di Laurea Magistrale,82,54,0.66,27.17
F5102P,F5102P006,[LM] Corso di Laurea Magistrale,134,88,0.66,26.27
F6302N,F6302N001,[LM] Corso di Laurea Magistrale,121,80,0.66,26.38
F7701M,F7701M077,[LM] Corso di Laurea Magistrale,139,92,0.66,27.65
F8501R,F8501R056,[LM] Corso di Laurea Magistrale,208,138,0.66,26.75
G8501R,G8501R017,[LM5] Laurea Magistrale Ciclo Unico 5 anni,374,247,0.66,25.6
G8501R,G8501R026,[LM5] Laurea Magistrale Ciclo Unico 5 anni,659,436,0.66,
H4101D,H4101D014,[LM6] Laurea Magistrale Ciclo Unico 6 anni,176,117,0.66,28.49
H4101D,H4101D022,[LM6] Laurea Magistrale Ciclo Unico 6 anni,179,119,0.66,27.15
H4101D,H4101D038,[LM6] Laurea Magistrale Ciclo Unico 6 anni,202,133,0.66,27.28
I0301D,I0301D007,[L2] Corso di Laurea - L2,35,23,0.66,23.74
I0302D,I0302D015,[L2] Corso di Laurea - L2,35,23,0.66,26.96
581,A5810126,[LM5] Laurea Magistrale Ciclo Unico 5 anni,43,29,0.67,26
E0201Q,E0201Q065,[L2] Corso di Laurea - L2,126,84,0.67,27.1
E1501N,E1501N014,[L2] Corso di Laurea - L2,147,98,0.67,23.76
E1501N,E1501N080,[L2] Corso di Laurea - L2,48,32,0.67,24.47
E1801M,E1801M050,[L2] Corso di Laurea - L2,107,72,0.67,24.44
E1901R,E1901R005,[L2] Corso di Laurea - L2,680,458,0.67,26.35
E2004P,E2004P039,[L2] Corso di Laurea - L2,66,44,0.67,26.27
E2702Q,E2702Q004,[L2] Corso di Laurea - L2,76,51,0.67,26.37
E2702Q,E2702Q101,[L2] Corso di Laurea - L2,73,49,0.67,27.57
E3101Q,E3101Q118,[L2] Corso di Laurea - L2,42,28,0.67,25.39
E3301M,E3301M193,[L2] Corso di Laurea - L2,211,142,0.67,26.24
E3401Q,E3401Q042,[L2] Corso di Laurea - L2,52,35,0.67,23.31
E4101B,E4101B017,[L2] Corso di Laurea - L2,179,120,0.67,24.49
F1801Q,F1801Q123,[LM] Corso di Laurea Magistrale,58,39,0.67,28
F5102P,F5102P012,[LM] Corso di Laurea Magistrale,98,66,0.67,28.74
F5103P,F5103P005,[LM] Corso di Laurea Magistrale,102,68,0.67,28.28
F5104P,F5104P001,[LM] Corso di Laurea Magistrale,249,168,0.67,27.74
F9201P,F9201P011,[LM] Corso di Laurea Magistrale,64,43,0.67,
F9201P,F9201P028,[LM] Corso di Laurea Magistrale,45,30,0.67,30
H4101D,H4101D252,[LM6] Laurea Magistrale Ciclo Unico 6 anni,192,129,0.67,26.21
581,A5810049,[LM5] Laurea Magistrale Ciclo Unico 5 anni,38,26,0.68,28.35
581,A5810062,[LM5] Laurea Magistrale Ciclo Unico 5 anni,96,65,0.68,28.58
E0201Q,E0201Q073,[L2] Corso di Laurea - L2,37,25,0.68,26.12
E1301Q,E1301Q060,[L2] Corso di Laurea - L2,44,30,0.68,27.2
E1601N,E1601N043,[L2] Corso di Laurea - L2,116,79,0.68,23.63
E1802M,E1802M031,[L2] Corso di Laurea - L2,422,286,0.68,23.95
E1803M,E1803M046,[L2] Corso di Laurea - L2,339,229,0.68,24.75
E2001R,E2001R039,[L2] Corso di Laurea - L2,56,38,0.68,26.39
E2001R,E2001R051,[L2] Corso di Laurea - L2,77,52,0.68,24.12
E2401P,E2004P013,[L2] Corso di Laurea - L2,87,59,0.68,26.83
E3101Q,E3101Q117,[L2] Corso di Laurea - L2,31,21,0.68,29.67
E3401Q,E3401Q053,[L2] Corso di Laurea - L2,31,21,0.68,25.43
E4102B,E4102B064,[L2] Corso di Laurea - L2,57,39,0.68,25.51
F0101R,F0101R012,[LM] Corso di Laurea Magistrale,72,49,0.68,29.18
F1601M,F1601M058,[LM] Corso di Laurea Magistrale,81,55,0.68,27.91
F5101P,F5101P137,[LM] Corso di Laurea Magistrale,185,126,0.68,27.6
F8501R,F8501R009,[LM] Corso di Laurea Magistrale,196,133,0.68,27.95
F8501R,F8501R010,[LM] Corso di Laurea Magistrale,65,44,0.68,27.89
G8501R,G8501R024,[LM5] Laurea Magistrale Ciclo Unico 5 anni,224,153,0.68,27.42
G8501R,G8501R041,[LM5] Laurea Magistrale Ciclo Unico 5 anni,404,275,0.68,26.69
I0302D,I0302D019,[L2] Corso di Laurea - L2,34,23,0.68,26.65
E1501N,E1501N007,[L2] Corso di Laurea - L2,204,141,0.69,24.3
E1501N,E1501N053,[L2] Corso di Laurea - L2,161,111,0.69,25.03
E1801M,E1801M004,[L2] Corso di Laurea - L2,400,275,0.69,24.73
E1801M,E1801M051,[L2] Corso di Laurea - L2,276,190,0.69,24.41
E1802M,E1802M006,[L2] Corso di Laurea - L2,248,170,0.69,26.32
E1802M,E1802M116,[L2] Corso di Laurea - L2,303,210,0.69,25.31
E2401P,E2401P004,[L2] Corso di Laurea - L2,558,387,0.69,25.52
E3001Q,E3001Q033,[L2] Corso di Laurea - L2,119,82,0.69,25.83
E3001Q,E3001Q037,[L2] Corso di Laurea - L2,257,177,0.69,26.69
E3001Q,E3001Q068,[L2] Corso di Laurea - L2,52,36,0.69,27.81
E3401Q,E1301Q062,[L2] Corso di Laurea - L2,39,27,0.69,23.85
E4001N,E4001N055,[L2] Corso di Laurea - L2,125,86,0.69,25.9
E4001N,E4001N069,[L2] Corso di Laurea - L2,54,37,0.69,27.43
E4102B,E4102B080,[L2] Corso di Laurea - L2,48,33,0.69,25.55
F0802Q,F0802Q054,[LM] Corso di Laurea Magistrale,71,49,0.69,29.43
F0901D,F0901D025,[LM] Corso di Laurea Magistrale,39,27,0.69,28.67
F1601M,F1601M084,[LM] Corso di Laurea Magistrale,75,52,0.69,26.5
F5102P,F5102P022,[LM] Corso di Laurea Magistrale,42,29,0.69,29.03
F5104P,F5104P002,[LM] Corso di Laurea Magistrale,287,197,0.69,25.89
F5602M,F5602M008,[LM] Corso di Laurea Magistrale,36,25,0.69,29.08
F7401Q,F7401Q005,[LM] Corso di Laurea Magistrale,35,24,0.69,27.29
G8501R,G8501R001,[LM5] Laurea Magistrale Ciclo Unico 5 anni,321,222,0.69,26.45
I0101D,I0101D018,[L2] Corso di Laurea - L2,296,203,0.69,25.75
I0101D,I0101D025,[L2] Corso di Laurea - L2,316,218,0.69,23.36
I0302D,I0302D007,[L2] Corso di Laurea - L2,35,24,0.69,24.08
581,A5810010,[LM5] Laurea Magistrale Ciclo Unico 5 anni,291,203,0.7,27.33
581,A5810128,[LM5] Laurea Magistrale Ciclo Unico 5 anni,284,200,0.7,26.81
E1301Q,E1301Q064,[L2] Corso di Laurea - L2,90,63,0.7,26.25
E1401A,E1401A009,[L2] Corso di Laurea - L2,96,67,0.7,23.97
E1501N,E1501N076,[L2] Corso di Laurea - L2,137,96,0.7,22.61
E1801M,E1801M018,[L2] Corso di Laurea - L2,285,199,0.7,
E1801M,E1801M046,[L2] Corso di Laurea - L2,205,144,0.7,24.84
E1803M,E1803M017,[L2] Corso di Laurea - L2,176,123,0.7,
E1901R,E1901R009,[L2] Corso di Laurea - L2,244,172,0.7,26.8
E1901R,E1901R010,[L2] Corso di Laurea - L2,423,295,0.7,25.21
E1901R,E1901R021,[L2] Corso di Laurea - L2,194,135,0.7,26.47
E1901R,E1901R107,[L2] Corso di Laurea - L2,527,369,0.7,26.07
E2401P,E2401P002,[L2] Corso di Laurea - L2,532,375,0.7,26.31
E2701Q,E2701Q041,[L2] Corso di Laurea - L2,50,35,0.7,26.77
E3401Q,E3401Q040,[L2] Corso di Laurea - L2,106,74,0.7,23.51
F4901N,F4901N071,[LM] Corso di Laurea Magistrale,46,32,0.7,26.47
F5103P,F5103P003,[LM] Corso di Laurea Magistrale,109,76,0.7,26.61
F7601M,F7601M007,[LM] Corso di Laurea Magistrale,53,37,0.7,26.22
F7601M,F7601M076,[LM] Corso di Laurea Magistrale,50,35,0.7,
H4101D,H4101D006,[LM6] Laurea Magistrale Ciclo Unico 6 anni,192,134,0.7,27.54
I0101D,I0101D017,[L2] Corso di Laurea - L2,270,189,0.7,24.71
I0202D,I0202D118,[L2] Corso di Laurea - L2,33,23,0.7,24.52
K0101D,K0101D002,[LM] Corso di Laurea Magistrale,40,28,0.7,24.61
E0201Q,E0201Q051,[L2] Corso di Laurea - L2,104,74,0.71,26.8
E0201Q,E0201Q060,[L2] Corso di Laurea - L2,153,108,0.71,26.24
E0201Q,E0201Q064,[L2] Corso di Laurea - L2,34,24,0.71,26.42
E1301Q,E1301Q057,[L2] Corso di Laurea - L2,104,74,0.71,25.23
E1901R,E1901R014,[L2] Corso di Laurea - L2,568,405,0.71,26.11
E2001R,E2001R058,[L2] Corso di Laurea - L2,31,22,0.71,27.14
E2004P,E2004P028,[L2] Corso di Laurea - L2,34,24,0.71,27.88
E2702Q,E2702Q003,[L2] Corso di Laurea - L2,79,56,0.71,26.57
E3901N,E3901N030,[L2] Corso di Laurea - L2,112,80,0.71,27.94
E4001N,E4001N044,[L2] Corso di Laurea - L2,341,242,0.71,25.24
E4001N,E4001N051,[L2] Corso di Laurea - L2,197,140,0.71,25.04
E4101B,E4101B037,[L2] Corso di Laurea - L2,62,44,0.71,26.23
F0101R,F0101R001,[LM] Corso di Laurea Magistrale,52,37,0.71,28.19
F4901N,F4901N004,[LM] Corso di Laurea Magistrale,49,35,0.71,27.89
F5401Q,F5401Q017,[LM] Corso di Laurea Magistrale,38,27,0.71,28.3
F5602M,F5602M003,[LM] Corso di Laurea Magistrale,38,27,0.71,24.7
F7601M,F7601M011,[LM] Corso di Laurea Magistrale,68,48,0.71,26.33
F7702M,F7702M048,[LM] Corso di Laurea Magistrale,96,68,0.71,27.03
F8204B,F8204B004,[LM] Corso di Laurea Magistrale,69,49,0.71,25.82
F8204B,F8204B008,[LM] Corso di Laurea Magistrale,34,24,0.71,27.67
F8204B,F8204B011,[LM] Corso di Laurea Magistrale,66,47,0.71,27.83
F8501R,F8501R008,[LM] Corso di Laurea Magistrale,175,125,0.71,26.57
F8501R,F8501R024,[LM] Corso di Laurea Magistrale,31,22,0.71,28.36
F9201P,F9201P202,[LM] Corso di Laurea Magistrale,35,25,0.71,27.48
H4101D,H4101D254,[LM6] Laurea Magistrale Ciclo Unico 6 anni,185,132,0.71,27.39
H4601D,H4601D015,[LM6] Laurea Magistrale Ciclo Unico 6 anni,34,24,0.71,28.33
581,A5810058,[LM5] Laurea Magistrale Ciclo Unico 5 anni,47,34,0.72,28.56
581,A5810106,[LM5] Laurea Magistrale Ciclo Unico 5 anni,69,50,0.72,27.82
E0201Q,E0201Q005,[L2] Corso di Laurea - L2,185,133,0.72,26.77
E0201Q,E0201Q008,[L2] Corso di Laurea - L2,107,77,0.72,26.96
E1301Q,E1301Q063,[L2] Corso di Laurea - L2,148,107,0.72,27.92
E1803M,E1801M042,[L2] Corso di Laurea - L2,36,26,0.72,26.69
E2001R,E2001R007,[L2] Corso di Laurea - L2,251,181,0.72,26.71
E2001R,E2001R008,[L2] Corso di Laurea - L2,251,181,0.72,26.55
E2004P,E2004P025,[L2] Corso di Laurea - L2,118,85,0.72,29.19
E3001Q,E3001Q048,[L2] Corso di Laurea - L2,95,68,0.72,26.68
E3101Q,E3101Q130,[L2] Corso di Laurea - L2,146,105,0.72,25.79
E3301M,E3301M150,[L2] Corso di Laurea - L2,46,33,0.72,26.58
E3301M,E3301M180,[L2] Corso di Laurea - L2,253,181,0.72,24.63
F7501Q,F7501Q076,[LM] Corso di Laurea Magistrale,36,26,0.72,27.42
F9201P,F9201P008,[LM] Corso di Laurea Magistrale,60,43,0.72,25.74
581,A5810036,[LM5] Laurea Magistrale Ciclo Unico 5 anni,159,116,0.73,28.44
581,A5810055,[LM5] Laurea Magistrale Ciclo Unico 5 anni,81,59,0.73,28.25
E1601N,E1601N056,[L2] Corso di Laurea - L2,67,49,0.73,23.06
E2004P,E2004P006,[L2] Corso di Laurea - L2,127,93,0.73,25.91
E2401P,E2401P028,[L2] Corso di Laurea - L2,59,43,0.73,27.98
E2702Q,E2702Q099,[L2] Corso di Laurea - L2,63,46,0.73,26.76
E3301M,E3301M021,[L2] Corso di Laurea - L2,177,129,0.73,
E3401Q,E3401Q043,[L2] Corso di Laurea - L2,85,62,0.73,26.61
E3401Q,E3401Q047,[L2] Corso di Laurea - L2,60,44,0.73,26.5
E3501Q,E3501Q053,[L2] Corso di Laurea - L2,37,27,0.73,28.33
E3901N,E3901N031,[L2] Corso di Laurea - L2,60,44,0.73,24.93
F0901D,F0901D040,[LM] Corso di Laurea Magistrale,44,32,0.73,26.56
F7701M,F7701M052,[LM] Corso di Laurea Magistrale,138,101,0.73,26.5
F7702M,F7702M047,[LM] Corso di Laurea Magistrale,55,40,0.73,27.33
F9201P,F9201P025,[LM] Corso di Laurea Magistrale,60,44,0.73,27.48
G8501R,G8501R002,[LM5] Laurea Magistrale Ciclo Unico 5 anni,430,314,0.73,25.48
G8501R,G8501R040,[LM5] Laurea Magistrale Ciclo Unico 5 anni,281,206,0.73,27.58
I0102D,I0102D005,[L2] Corso di Laurea - L2,37,27,0.73,26.15
I0102D,I0102D012,[L2] Corso di Laurea - L2,33,24,0.73,28.5
581,A5810080,[LM5] Laurea Magistrale Ciclo Unico 5 anni,38,28,0.74,29.07
E0201Q,E0201Q054,[L2] Corso di Laurea - L2,89,66,0.74,27.35
E1301Q,E1301Q015,[L2] Corso di Laurea - L2,74,55,0.74,27.75
E1301Q,E1301Q062,[L2] Corso di Laurea - L2,141,104,0.74,27.14
E1401A,E1401A010,[L2] Corso di Laurea - L2,99,73,0.74,25.11
E1501N,E1501N005,[L2] Corso di Laurea - L2,244,180,0.74,24.11
E1801M,E1801M031,[L2] Corso di Laurea - L2,392,290,0.74,26.07
E1802M,E1802M131,[L2] Corso di Laurea - L2,127,94,0.74,25.28
E1901R,E1901R080,[L2] Corso di Laurea - L2,260,192,0.74,27.46
E1901R,E1901R109,[L2] Corso di Laurea - L2,292,215,0.74,28.48
E2001R,E2001R006,[L2] Corso di Laurea - L2,143,106,0.74,26.64
E2001R,E2001R027,[L2] Corso di Laurea - L2,65,48,0.74,26.96
E2004P,E2004P002,[L2] Corso di Laurea - L2,136,101,0.74,26.09
E2702Q,E2702Q097,[L2] Corso di Laurea - L2,68,50,0.74,27.46
E3101Q,E3101Q102,[L2] Corso di Laurea - L2,340,250,0.74,23.58
E3201Q,E3201Q008,[L2] Corso di Laurea - L2,80,59,0.74,
E3301M,E3301M143,[L2] Corso di Laurea - L2,35,26,0.74,25.15
E4102B,E4102B069,[L2] Corso di Laurea - L2,58,43,0.74,25.98
F0601Q,F0601Q052,[LM] Corso di Laurea Magistrale,35,26,0.74,27.81
F5602M,F5602M012,[LM] Corso di Laurea Magistrale,35,26,0.74,27.65
F7601M,F7601M057,[LM] Corso di Laurea Magistrale,46,34,0.74,27.47
F7601M,F7601M060,[LM] Corso di Laurea Magistrale,61,45,0.74,27.22
F7701M,F7701M105,[LM] Corso di Laurea Magistrale,140,104,0.74,29.43
F8701N,F8701N008,[LM] Corso di Laurea Magistrale,46,34,0.74,25.74
F9201P,F9201P203,[LM] Corso di Laurea Magistrale,43,32,0.74,27.75
G8501R,G8501R039,[LM5] Laurea Magistrale Ciclo Unico 5 anni,359,267,0.74,27.51
H4101D,H4101D020,[LM6] Laurea Magistrale Ciclo Unico 6 anni,154,114,0.74,28.18
I0101D,I0101D014,[L2] Corso di Laurea - L2,283,209,0.74,25.15
I0102D,I0102D016,[L2] Corso di Laurea - L2,43,32,0.74,25.97
581,A5810060,[LM5] Laurea Magistrale Ciclo Unico 5 anni,52,39,0.75,28.36
E0201Q,E0201Q046,[L2] Corso di Laurea - L2,164,123,0.75,26.49
E0201Q,E0201Q067,[L2] Corso di Laurea - L2,59,44,0.75,25.52
E1501N,E1501N071,[L2] Corso di Laurea - L2,199,149,0.75,23.94
E1801M,E1801M005,[L2] Corso di Laurea - L2,302,226,0.75,26.31
E1802M,E1802M005,[L2] Corso di Laurea - L2,354,267,0.75,24.41
E1802M,E1802M030,[L2] Corso di Laurea - L2,213,159,0.75,27.26
E1803M,E1803M100,[L2] Corso di Laurea - L2,214,160,0.75,25.13
E2001R,E2001R029,[L2] Corso di Laurea - L2,196,147,0.75,26.99
E2001R,E2001R052,[L2] Corso di Laurea - L2,55,41,0.75,24.12
E2004P,E2004P010,[L2] Corso di Laurea - L2,114,86,0.75,26.13
E3501Q,E3501Q001,[L2] Corso di Laurea - L2,48,36,0.75,26.36
F5104P,F5104P004,[LM] Corso di Laurea Magistrale,242,181,0.75,27.23
F7701M,F7701M054,[LM] Corso di Laurea Magistrale,122,92,0.75,28.16
F7701M,F7701M101,[LM] Corso di Laurea Magistrale,141,106,0.75,28.98
F7702M,F7702M042,[LM] Corso di Laurea Magistrale,92,69,0.75,25.59
F8501R,F8501R011,[LM] Corso di Laurea Magistrale,129,97,0.75,27.85
F8701N,F8701N006,[LM] Corso di Laurea Magistrale,44,33,0.75,27.45
G8501R,G8501R021,[LM5] Laurea Magistrale Ciclo Unico 5 anni,348,262,0.75,28.5
H4101D,H4101D029,[LM6] Laurea Magistrale Ciclo Unico 6 anni,130,98,0.75,28.35
I0102D,I0102D010,[L2] Corso di Laurea - L2,36,27,0.75,26.78
K0101D,K0101D001,[LM] Corso di Laurea Magistrale,36,27,0.75,28.89
581,A5810032,[LM5] Laurea Magistrale Ciclo Unico 5 anni,193,147,0.76,28.15
E1501N,E1501N079,[L2] Corso di Laurea - L2,187,142,0.76,25.89
E1802M,E1802M026,[L2] Corso di Laurea - L2,214,163,0.76,
E1901R,E1901R087,[L2] Corso di Laurea - L2,145,110,0.76,27.4
E1901R,E1901R110,[L2] Corso di Laurea - L2,100,76,0.76,29.07
E2001R,E2001R053,[L2] Corso di Laurea - L2,59,45,0.76,25.16
E2401P,E2401P026,[L2] Corso di Laurea - L2,205,155,0.76,28.82
E3201Q,E3201Q016,[L2] Corso di Laurea - L2,87,66,0.76,
E3301M,E3301M196,[L2] Corso di Laurea - L2,214,163,0.76,25.45
E3401Q,E3401Q006,[L2] Corso di Laurea - L2,80,61,0.76,24.23
E4101B,E4101B019,[L2] Corso di Laurea - L2,33,25,0.76,24.88
E4102B,E4102B066,[L2] Corso di Laurea - L2,95,72,0.76,26.69
F0601Q,F0601Q056,[LM] Corso di Laurea Magistrale,46,35,0.76,28.74
F1601M,F1601M053,[LM] Corso di Laurea Magistrale,41,31,0.76,24.52
F5102P,F5102P001,[LM] Corso di Laurea Magistrale,135,102,0.76,28.08
F5104P,F5104P011,[LM] Corso di Laurea Magistrale,41,31,0.76,27.45
F5104P,F5104P012,[LM] Corso di Laurea Magistrale,38,29,0.76,28.17
F5401Q,F5401Q034,[LM] Corso di Laurea Magistrale,75,57,0.76,28.86
F5701R,F5701R006,[LM] Corso di Laurea Magistrale,156,119,0.76,26.06
F5701R,F5701R023,[LM] Corso di Laurea Magistrale,131,100,0.76,27.98
F6302N,F6302N022,[LM] Corso di Laurea Magistrale,76,58,0.76,24.36
F8204B,F8204B001,[LM] Corso di Laurea Magistrale,51,39,0.76,26.33
F8501R,F8501R005,[LM] Corso di Laurea Magistrale,218,166,0.76,27.7
H4101D,H4101D019,[LM6] Laurea Magistrale Ciclo Unico 6 anni,169,129,0.76,28.32
H4101D,H4101D034,[LM6] Laurea Magistrale Ciclo Unico 6 anni,152,116,0.76,28.84
H4101D,H4101D256,[LM6] Laurea Magistrale Ciclo Unico 6 anni,161,122,0.76,26.83
I0201D,I0201D110,[L2] Corso di Laurea - L2,71,54,0.76,25.22
K0101D,K0101D015,[LM] Corso di Laurea Magistrale,34,26,0.76,
581,A5810125,[LM5] Laurea Magistrale Ciclo Unico 5 anni,276,212,0.77,27.96
E0201Q,E0201Q052,[L2] Corso di Laurea - L2,116,89,0.77,28.16
E1401A,E1401A025,[L2] Corso di Laurea - L2,31,24,0.77,26.83
E1801M,E1801M041,[L2] Corso di Laurea - L2,262,202,0.77,24.09
E1802M,E1802M118,[L2] Corso di Laurea - L2,162,125,0.77,26.11
E1803M,E1803M033,[L2] Corso di Laurea - L2,153,118,0.77,23.33
E1901R,E1901R034,[L2] Corso di Laurea - L2,164,126,0.77,27.78
E2001R,E2001R001,[L2] Corso di Laurea - L2,176,136,0.77,25.75
E3201Q,E3201Q079,[L2] Corso di Laurea - L2,52,40,0.77,26.18
F1801Q,F1801Q129,[LM] Corso di Laurea Magistrale,60,46,0.77,27.93
F5101P,F5101P121,[LM] Corso di Laurea Magistrale,78,60,0.77,27.85
F5102P,F5102P019,[LM] Corso di Laurea Magistrale,75,58,0.77,29.21
F5103P,F5103P066,[LM] Corso di Laurea Magistrale,84,65,0.77,24.91
F5104P,F5104P013,[LM] Corso di Laurea Magistrale,48,37,0.77,27.19
F7601M,F7601M005,[LM] Corso di Laurea Magistrale,64,49,0.77,29.45
F8501R,F8501R002,[LM] Corso di Laurea Magistrale,64,49,0.77,29.35
581,A5810131,[LM5] Laurea Magistrale Ciclo Unico 5 anni,32,25,0.78,28.48
E1601N,E1601N010,[L2] Corso di Laurea - L2,112,87,0.78,23.8
E1801M,E2001R005,[L2] Corso di Laurea - L2,64,50,0.78,27.58
E1901R,E1901R013,[L2] Corso di Laurea - L2,536,417,0.78,24.69
E1901R,E1901R104,[L2] Corso di Laurea - L2,426,334,0.78,27.2
E1901R,E1901R111,[L2] Corso di Laurea - L2,98,76,0.78,26.05
E2001R,E2001R005,[L2] Corso di Laurea - L2,184,143,0.78,27.17
E2001R,E2001R014,[L2] Corso di Laurea - L2,196,152,0.78,25.54
E2001R,E2001R024,[L2] Corso di Laurea - L2,183,143,0.78,27.9
E2401P,E2401P029,[L2] Corso di Laurea - L2,140,109,0.78,26.92
E2702Q,E2702Q075,[L2] Corso di Laurea - L2,76,59,0.78,26.46
E3002Q,E3002Q010,[L2] Corso di Laurea - L2,40,31,0.78,25.35
E3301M,E3301M142,[L2] Corso di Laurea - L2,67,52,0.78,25.88
E3901N,E3901N004,[L2] Corso di Laurea - L2,107,83,0.78,26.3
E4101B,E4101B007,[L2] Corso di Laurea - L2,99,77,0.78,24.49
E4102B,E4102B063,[L2] Corso di Laurea - L2,55,43,0.78,25.84
E4102B,E4102B079,[L2] Corso di Laurea - L2,32,25,0.78,27.64
F0901D,F0901D045,[LM] Corso di Laurea Magistrale,32,25,0.78,28.6
F4901N,F4901N070,[LM] Corso di Laurea Magistrale,59,46,0.78,27.61
F5102P,F5102P020,[LM] Corso di Laurea Magistrale,32,25,0.78,28.32
F5103P,F5103P062,[LM] Corso di Laurea Magistrale,63,49,0.78,28.35
F5602M,F5602M007,[LM] Corso di Laurea Magistrale,36,28,0.78,27.89
F5701R,F5701R011,[LM] Corso di Laurea Magistrale,141,110,0.78,28.7
F7501Q,F7501Q087,[LM] Corso di Laurea Magistrale,41,32,0.78,28.19
I0202D,I0202D103,[L2] Corso di Laurea - L2,36,28,0.78,25.82
581,A5810029,[LM5] Laurea Magistrale Ciclo Unico 5 anni,174,138,0.79,27.49
E0201Q,E0201Q004,[L2] Corso di Laurea - L2,205,162,0.79,25.43
E1803M,E1803M004,[L2] Corso di Laurea - L2,292,232,0.79,24.81
E2401P,E2401P076,[L2] Corso di Laurea - L2,52,41,0.79,29.24
E3201Q,E3201Q066,[L2] Corso di Laurea - L2,68,54,0.79,25.15
E3201Q,E3201Q072,[L2] Corso di Laurea - L2,53,42,0.79,26.55
F1601M,F1601M070,[LM] Corso di Laurea Magistrale,82,65,0.79,
F6302N,F6302N006,[LM] Corso di Laurea Magistrale,84,66,0.79,26.85
F6302N,F6302N014,[LM] Corso di Laurea Magistrale,38,30,0.79,26.07
F7501Q,F7501Q077,[LM] Corso di Laurea Magistrale,34,27,0.79,29.11
